target_x,target_y
0.134004,1.518591
1.553489,0.077267
0.624225,1.778185
0.909896,0.844335
2.257711,2.019523
1.740364,1.891006
1.280043,0.658305
1.748616,0.587914
2.454476,0.567725
2.185591,2.021783
0.805512,0.421509
0.304750,1.755064
0.663267,2.448079
1.956282,1.528388
1.553299,0.070530
1.888639,1.218411
1.747912,1.383920
0.245127,0.597240
2.321133,0.387185
1.640726,2.430743
0.972855,1.776718
1.897990,0.559184
2.489196,0.245036
0.698995,0.393539
2.197385,1.983667
1.366081,0.868746
0.429187,1.714061
2.106403,0.319200
1.533089,1.688043
0.150998,1.193732
2.271003,0.944613
2.234846,0.343347
1.494635,2.497857
1.081591,2.017717
2.146142,0.217689
0.086116,1.508287
0.966248,1.506764
1.771499,1.246385
0.722132,0.728289
0.145727,0.155944
0.763889,1.838529
1.382965,1.922346
2.075907,0.498034
0.165182,0.014548
1.316339,0.077576
0.315533,1.185396
0.041539,1.567175
0.408682,1.771895
2.024907,1.755448
1.654752,1.080989
2.271173,0.176064
2.459732,1.993829
1.539892,1.626187
1.431205,1.613509
1.327885,2.219514
0.764842,1.843734
0.171450,1.260142
2.437549,1.947221
0.809666,1.439308
1.126321,2.017743
0.619715,0.925511
1.233882,0.386208
0.387478,1.005027
1.070837,1.276804
0.322761,1.460053
1.587267,0.780820
0.686712,0.814587
1.089913,0.464162
1.152089,0.060787
0.138839,0.421241
1.030399,1.540005
0.923331,2.164281
0.353009,0.566668
2.482931,1.125259
0.360957,0.890395
1.481689,2.145571
0.566172,1.911705
0.659386,0.640996
0.255193,0.265677
0.124241,0.916886
1.070641,2.054135
0.976093,1.843938
1.793541,0.237309
0.314598,2.221071
0.398758,1.866710
1.125564,1.111821
1.271237,1.287200
0.898086,0.869802
1.197188,0.545717
1.475614,1.948815
2.207655,0.437080
2.123304,1.227063
0.794513,1.235051
2.253468,0.193470
1.712120,0.618115
1.670557,1.852725
1.601071,1.299054
2.016406,2.364927
0.357888,2.425183
0.662465,1.342185
2.316802,0.075268
2.211727,1.195091
1.272486,0.039401
1.989941,0.787483
1.110169,0.341754
1.022262,0.190028
1.459622,0.726138
1.860399,1.184554
2.134445,1.132532
1.845314,2.345925
0.327195,2.299510
0.104240,2.155981
0.732606,1.583079
0.192333,1.682164
1.182394,0.268661
1.427637,2.193233
1.032175,0.084340
1.054201,1.467645
1.423094,0.272266
1.315312,1.171764
0.703964,1.234922
1.640976,1.855805
0.200805,1.772026
0.774799,0.590877
0.107661,1.783849
1.074043,1.357887
1.660328,1.969190
0.558827,0.197774
1.280824,0.640703
0.260413,0.223127
1.216292,1.419375
0.248594,2.472603
0.155137,1.853908
1.590658,2.315688
1.302543,1.382319
0.562964,1.323447
1.609744,1.853304
1.399124,0.093777
1.067343,1.501239
2.404420,2.448689
1.025118,1.222368
2.208065,1.627238
0.409576,1.265104
1.497985,0.899226
1.459192,1.610594
0.228957,0.189896
0.214578,0.542284
0.319691,1.916876
0.072991,0.862349
0.468492,0.062882
0.218842,2.476865
2.051179,1.299168
1.793334,0.668596
1.069738,1.807818
0.992660,1.343287
2.370946,1.253231
2.149672,2.288216
0.827701,0.881104
0.799688,0.710299
2.325604,0.661958
2.318036,2.416161
0.683965,2.171318
